Id,Juego,Carton,Serie,Progresivo,Hora,Fecha,Usuario,ValorCarton,ValorProgresivo,Contados,Pistola,Gratis,Recuperado,Cliente,ClientePersonal
345487,1170,13462,X,0,12:06,27/03/2024,06,0,0,0,131,0,0,,
345488,1170,13083,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345489,1170,12925,X,0,12:06,27/03/2024,06,0,0,0,131,0,0,,
345490,1170,12832,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345491,1170,12806,X,0,12:06,27/03/2024,06,0,0,0,131,0,0,,
345492,1170,11367,x,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345493,1170,12841,X,0,12:06,27/03/2024,06,0,0,0,131,0,0,,
345494,1170,10154,x,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345495,1170,12934,X,0,12:06,27/03/2024,06,0,0,0,131,0,0,,
345496,1170,13587,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345497,1170,13742,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345498,1170,13641,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345499,1170,13443,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345500,1170,11302,x,0,12:06,27/03/2024,06,0,0,0,131,0,0,,
345501,1170,12334,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345502,1170,11403,x,0,12:06,27/03/2024,06,0,0,0,131,0,0,,
345503,1170,12283,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345504,1170,12312,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345505,1170,12313,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345506,1170,10180,x,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345507,1170,10306,x,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345508,1170,11593,x,0,12:06,27/03/2024,06,0,0,0,131,0,0,,
345509,1170,12836,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345510,1170,11772,x,0,12:06,27/03/2024,06,0,0,0,131,0,0,,
345511,1170,12927,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345512,1170,13073,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345513,1170,12892,X,0,12:06,27/03/2024,18,0,0,0,121,0,0,,
345514,1170,12424,X,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345515,1170,12642,X,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345516,1170,13466,X,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345517,1170,13653,X,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345518,1170,11258,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345519,1170,11547,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345520,1170,11399,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345521,1170,10786,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345522,1170,11325,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345523,1170,11829,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345524,1170,10574,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345525,1170,12198,X,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345526,1170,12095,X,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345527,1170,12286,X,0,12:07,27/03/2024,18,0,0,0,121,0,0,,
345528,1170,10018,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345529,1170,12598,X,0,12:07,27/03/2024,18,0,0,0,121,0,0,,
345530,1170,11943,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345531,1170,12402,X,0,12:07,27/03/2024,18,0,0,0,121,0,0,,
345532,1170,11818,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345533,1170,13056,X,0,12:07,27/03/2024,18,0,0,0,121,0,0,,
345534,1170,10741,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345535,1170,11569,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345536,1170,11179,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345537,1170,10289,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345538,1170,11560,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345539,1170,10903,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345540,1170,12672,X,0,12:07,27/03/2024,18,0,0,0,121,0,0,,
345541,1170,11562,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345542,1170,12505,X,0,12:07,27/03/2024,18,0,0,0,121,0,0,,
345543,1170,11695,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345544,1170,12770,X,0,12:07,27/03/2024,18,0,0,0,121,0,0,,
345545,1170,11045,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345546,1170,12434,X,0,12:07,27/03/2024,18,0,0,0,121,0,0,,
345547,1170,11984,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345548,1170,10575,x,0,12:07,27/03/2024,18,0,0,0,121,0,0,,
345549,1170,10368,x,0,12:07,27/03/2024,06,0,0,0,131,0,0,,
345550,1170,10155,x,0,12:07,27/03/2024,18,0,0,0,121,0,0,,
345551,1170,12455,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345552,1170,13112,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345553,1170,11398,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345554,1170,10952,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345555,1170,12857,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345556,1170,10217,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345557,1170,11369,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345558,1170,10523,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345559,1170,11523,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345560,1170,12485,X,0,12:08,27/03/2024,18,0,0,0,121,0,0,,
345561,1170,12361,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345562,1170,12124,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345563,1170,12530,X,0,12:08,27/03/2024,18,0,0,0,121,0,0,,
345564,1170,12766,X,0,12:08,27/03/2024,18,0,0,0,121,0,0,,
345565,1170,12681,X,0,12:08,27/03/2024,18,0,0,0,121,0,0,,
345566,1170,13144,X,0,12:08,27/03/2024,18,0,0,0,121,0,0,,
345567,1170,12827,X,0,12:08,27/03/2024,18,0,0,0,121,0,0,,
345568,1170,12428,X,0,12:08,27/03/2024,18,0,0,0,121,0,0,,
345569,1170,12701,X,0,12:08,27/03/2024,18,0,0,0,121,0,0,,
345570,1170,10023,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345571,1170,11102,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345572,1170,11730,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345573,1170,10821,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345574,1170,11120,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345575,1170,11347,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345576,1170,12778,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345577,1170,12562,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345578,1170,12861,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345579,1170,13117,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345580,1170,11513,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345581,1170,11900,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345582,1170,10592,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345583,1170,11551,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345584,1170,10933,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345585,1170,10774,x,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345586,1170,12053,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345587,1170,12080,X,0,12:08,27/03/2024,06,0,0,0,131,0,0,,
345588,1170,13094,X,0,12:09,27/03/2024,06,0,0,0,131,0,0,,
345589,1170,12276,X,0,12:09,27/03/2024,06,0,0,0,131,0,0,,
345590,1170,12025,X,0,12:09,27/03/2024,06,0,0,0,131,0,0,,
345591,1171,11823,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345592,1171,11204,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345593,1171,12486,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345594,1171,12572,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345595,1171,13067,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345596,1171,12874,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345597,1171,13125,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345598,1171,12974,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345599,1171,12905,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345600,1171,12904,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345601,1171,12940,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345602,1171,12897,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345603,1171,12914,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345604,1171,13006,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345605,1171,12915,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345606,1171,13669,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345607,1171,13584,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345608,1171,12961,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345609,1171,13080,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345610,1171,12923,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345611,1171,13052,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345612,1171,13071,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345613,1171,13038,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345614,1171,12788,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345615,1171,12579,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345616,1171,12495,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345617,1171,12926,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345618,1171,12613,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345619,1171,12863,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345620,1171,12797,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345621,1171,12552,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345622,1171,12489,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345623,1171,12646,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345624,1171,13194,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345625,1171,12684,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345626,1171,12871,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345627,1171,12456,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345628,1171,13077,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345629,1171,13053,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345630,1171,12962,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345631,1171,13116,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345632,1171,12828,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345633,1171,10148,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345634,1171,11826,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345635,1171,11758,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345636,1171,12326,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345637,1171,11499,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345638,1171,11724,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345639,1171,10717,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345640,1171,11214,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345641,1171,10224,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345642,1171,11169,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345643,1171,11916,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345644,1171,11054,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345645,1171,10949,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345646,1171,10040,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345647,1171,10818,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345648,1171,10965,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345649,1171,10077,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345650,1171,10366,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345651,1171,13666,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345652,1171,13780,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345653,1171,13024,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345654,1171,13677,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345655,1171,12858,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345656,1171,13462,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345657,1171,13083,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345658,1171,12925,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345659,1171,12832,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345660,1171,12806,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345661,1171,11367,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345662,1171,12841,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345663,1171,10154,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345664,1171,12934,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345665,1171,13587,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345666,1171,13742,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345667,1171,13641,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345668,1171,13443,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345669,1171,11302,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345670,1171,12334,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345671,1171,11403,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345672,1171,12283,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345673,1171,12312,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345674,1171,12313,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345675,1171,10180,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345676,1171,10306,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345677,1171,11593,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345678,1171,12836,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345679,1171,11772,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345680,1171,12927,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345681,1171,13073,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345682,1171,12892,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345683,1171,12424,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345684,1171,12642,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345685,1171,13466,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345686,1171,13653,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345687,1171,11258,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345688,1171,11547,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345689,1171,11399,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345690,1171,10786,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345691,1171,11325,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345692,1171,11829,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345693,1171,10574,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345694,1171,12198,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345695,1171,12095,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345696,1171,12286,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345697,1171,10018,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345698,1171,12598,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345699,1171,11943,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345700,1171,12402,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345701,1171,11818,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345702,1171,13056,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345703,1171,10741,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345704,1171,11569,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345705,1171,11179,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345706,1171,10289,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345707,1171,11560,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345708,1171,10903,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345709,1171,12672,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345710,1171,11562,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345711,1171,12505,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345712,1171,11695,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345713,1171,12770,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345714,1171,11045,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345715,1171,12434,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345716,1171,11984,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345717,1171,10575,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345718,1171,10368,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345719,1171,10155,x,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345720,1171,12455,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345721,1171,13112,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345722,1171,11398,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345723,1171,10952,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345724,1171,12857,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345725,1171,10217,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345726,1171,11369,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345727,1171,10523,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345728,1171,11523,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345729,1171,12485,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345730,1171,12361,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345731,1171,12124,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345732,1171,12530,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345733,1171,12766,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345734,1171,12681,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345735,1171,13144,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345736,1171,12827,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345737,1171,12428,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345738,1171,12701,X,0,12:15:47 p,27/03/2024,18,0,0,0,121,0,-1,,
345739,1171,10023,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345740,1171,11102,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345741,1171,11730,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345742,1171,10821,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345743,1171,11120,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345744,1171,11347,x,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345745,1171,12778,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345746,1171,12562,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
345747,1171,12861,X,0,12:15:47 p,27/03/2024,06,0,0,0,131,0,-1,,
